zip,city,district,region
26323,Nam Dinh,District #13,East
26325,Ninh Binh,District #13,East
26330,Hai Phong,District #13,East
26332,Nam Dinh,District #13,East
26335,Bac Giang,District #13,East
26338,Hanoi,District #13,East
26339,Bac Ninh,District #13,East
26342,Lao Cai,District #13,East
26343,Son Tay,District #13,East
26347,Lao Cai,District #13,East
26348,Thai Nguyen,District #13,East
26349,Hanoi,District #13,East
26351,Ninh Binh,District #13,East
26354,Bac Ninh,District #13,East
26361,Phu Ly,District #13,East
26366,Hai Phong,District #13,East
26369,Viet Tri,District #13,East
26372,Uong Bi,District #13,East
26374,Lao Cai,District #13,East
26376,Hai Phong,District #13,East
26377,Bac Ninh,District #13,East
26378,Son Tay,District #13,East
26384,Bac Ninh,District #13,East
26385,Viet Tri,District #13,East
26386,Ha Long,District #13,East
26404,Phu Ly,District #13,East
26405,Nam Dinh,District #13,East
26408,Uong Bi,District #13,East
26410,Lao Cai,District #13,East
26411,Viet Tri,District #13,East
26412,Bac Giang,District #13,East
26416,Ha Long,District #13,East
26419,Thai Nguyen,District #13,East
26421,Ninh Binh,District #13,East
26422,Nam Dinh,District #13,East
26424,Viet Tri,District #13,East
26425,Bac Giang,District #13,East
26426,Thai Nguyen,District #13,East
26430,Phu Ly,District #13,East
26431,Bac Ninh,District #13,East
26434,Thai Nguyen,District #13,East
26435,Cam Pha,District #13,East
26436,Phu Ly,District #13,East
26437,Lao Cai,District #13,East
26438,Uong Bi,District #13,East
26440,Viet Tri,District #13,East
26443,Ninh Binh,District #13,East
26444,Nam Dinh,District #13,East
26447,Nam Dinh,District #13,East
26448,Bac Giang,District #13,East
26451,Uong Bi,District #13,East
26452,Viet Tri,District #13,East
26456,Ha Long,District #13,East
26463,Phu Ly,District #13,East
26501,Bac Ninh,District #13,East
26502,Lao Cai,District #13,East
26504,Phu Ly,District #13,East
26505,Son Tay,District #13,East
26506,Uong Bi,District #13,East
26507,Cam Pha,District #13,East
26508,Ha Long,District #13,East
26519,Bac Ninh,District #13,East
26520,Lao Cai,District #13,East
26521,Bac Ninh,District #13,East
26524,Hanoi,District #13,East
26525,Nam Dinh,District #13,East
26527,Uong Bi,District #13,East
26529,Uong Bi,District #13,East
26531,Son Tay,District #13,East
26534,Son Tay,District #13,East
26537,Cam Pha,District #13,East
26541,Cam Pha,District #13,East
26542,Ninh Binh,District #13,East
26543,Hanoi,District #13,East
26544,Uong Bi,District #13,East
26546,Bac Giang,District #13,East
26547,Phu Ly,District #13,East
26554,Ninh Binh,District #13,East
26555,Viet Tri,District #13,East
26559,Viet Tri,District #13,East
26560,Viet Tri,District #13,East
26561,Uong Bi,District #13,East
26562,Nam Dinh,District #13,East
26563,Nam Dinh,District #13,East
26566,Phu Ly,District #13,East
26568,Uong Bi,District #13,East
26570,Nam Dinh,District #13,East
26571,Lao Cai,District #13,East
26572,Son Tay,District #13,East
26574,Uong Bi,District #13,East
26576,Nam Dinh,District #13,East
26578,Son Tay,District #13,East
26582,Nam Dinh,District #13,East
26585,Bac Giang,District #13,East
26586,Lao Cai,District #13,East
26587,Cam Pha,District #13,East
26588,Nam Dinh,District #13,East
26590,Hai Phong,District #13,East
26591,Bac Ninh,District #13,East
26611,Viet Tri,District #13,East
26615,Phu Ly,District #13,East
26619,Nam Dinh,District #13,East
26621,Ha Long,District #13,East
26627,Viet Tri,District #13,East
26631,Ha Long,District #13,East
26636,Hanoi,District #13,East
26638,Bac Giang,District #13,East
26705,Cam Pha,District #13,East
26707,Nam Dinh,District #13,East
26716,Ha Long,District #13,East
26717,Nam Dinh,District #13,East
26720,Thai Nguyen,District #13,East
26726,Hanoi,District #13,East
26739,Hanoi,District #13,East
26750,Bac Ninh,District #13,East
26753,Hanoi,District #13,East
26764,Thai Nguyen,District #13,East
26767,Uong Bi,District #13,East
26884,Hanoi,District #13,East
26886,Uong Bi,District #13,East
25410,Uong Bi,District #05,East
25419,Uong Bi,District #05,East
25423,Uong Bi,District #05,East
25425,Ninh Binh,District #05,East
25432,Hanoi,District #05,East
25443,Ha Long,District #05,East
7827,Thai Nguyen,District #01,East
7002,Viet Tri,District #03,East
7003,Lao Cai,District #03,East
7004,Lao Cai,District #03,East
7005,Uong Bi,District #03,East
7006,Bac Ninh,District #03,East
7007,Bac Ninh,District #03,East
7009,Hanoi,District #03,East
7010,Bac Giang,District #03,East
7011,Cam Pha,District #03,East
7012,Ha Long,District #03,East
7013,Phu Ly,District #03,East
7014,Ninh Binh,District #03,East
7015,Thai Nguyen,District #03,East
7017,Lao Cai,District #03,East
7019,Hai Phong,District #03,East
7020,Lao Cai,District #03,East
7021,Phu Ly,District #03,East
7022,Nam Dinh,District #03,East
7024,Viet Tri,District #03,East
7026,Thai Nguyen,District #03,East
7028,Ninh Binh,District #03,East
7029,Ha Long,District #03,East
7030,Nam Dinh,District #03,East
7031,Thai Nguyen,District #03,East
7032,Ha Long,District #03,East
7034,Thai Nguyen,District #03,East
7035,Uong Bi,District #03,East
7042,Uong Bi,District #03,East
7043,Cam Pha,District #03,East
7044,Ha Long,District #03,East
7045,Ha Long,District #03,East
7046,Lao Cai,District #03,East
7047,Nam Dinh,District #03,East
7052,Hai Phong,District #03,East
7054,Bac Giang,District #03,East
7055,Hanoi,District #03,East
7057,Thai Nguyen,District #03,East
7058,Ninh Binh,District #03,East
7068,Nam Dinh,District #03,East
7070,Viet Tri,District #03,East
7071,Bac Giang,District #03,East
7072,Thai Nguyen,District #03,East
7073,Viet Tri,District #03,East
7074,Uong Bi,District #03,East
7075,Thai Nguyen,District #03,East
7082,Nam Dinh,District #03,East
7086,Lao Cai,District #03,East
7087,Ha Long,District #03,East
7093,Son Tay,District #03,East
7094,Bac Giang,District #03,East
7096,Son Tay,District #03,East
7097,Thai Nguyen,District #03,East
7099,Cam Pha,District #03,East
7104,Uong Bi,District #03,East
7107,Thai Nguyen,District #03,East
7109,Nam Dinh,District #03,East
7110,Cam Pha,District #03,East
7302,Viet Tri,District #03,East
7303,Nam Dinh,District #03,East
7304,Phu Ly,District #03,East
7305,Uong Bi,District #03,East
7306,Ha Long,District #03,East
7307,Son Tay,District #03,East
7308,Hanoi,District #03,East
7310,Viet Tri,District #03,East
7311,Bac Giang,District #03,East
7395,Viet Tri,District #03,East
7399,Phu Ly,District #03,East
7401,Viet Tri,District #03,East
7403,Viet Tri,District #03,East
7405,Ninh Binh,District #03,East
7407,Viet Tri,District #03,East
7410,Ninh Binh,District #03,East
7416,Bac Ninh,District #03,East
7417,Ha Long,District #03,East
7418,Nam Dinh,District #03,East
7419,Uong Bi,District #03,East
7420,Cam Pha,District #03,East
7421,Hai Phong,District #03,East
7422,Ha Long,District #03,East
7423,Son Tay,District #03,East
7424,Phu Ly,District #03,East
7428,Phu Ly,District #03,East
7430,Ha Long,District #03,East
7432,Hanoi,District #03,East
7435,Thai Nguyen,District #03,East
7436,Ninh Binh,District #03,East
7438,Cam Pha,District #03,East
7439,Phu Ly,District #03,East
7440,Bac Giang,District #03,East
7442,Bac Giang,District #03,East
7444,Uong Bi,District #03,East
7446,Son Tay,District #03,East
7450,Bac Giang,District #03,East
7451,Uong Bi,District #03,East
7452,Lao Cai,District #03,East
7456,Bac Ninh,District #03,East
7457,Ninh Binh,District #03,East
7458,Cam Pha,District #03,East
7460,Lao Cai,District #03,East
7461,Bac Giang,District #03,East
7462,Uong Bi,District #03,East
7463,Thai Nguyen,District #03,East
7465,Uong Bi,District #03,East
7470,Thai Nguyen,District #03,East
7474,Uong Bi,District #03,East
7480,Ninh Binh,District #03,East
7481,Bac Giang,District #03,East
7495,Bac Giang,District #03,East
7501,Thai Nguyen,District #03,East
7502,Phu Ly,District #03,East
7503,Uong Bi,District #03,East
7504,Cam Pha,District #03,East
7505,Hanoi,District #03,East
7506,Hai Phong,District #03,East
7507,Hanoi,District #03,East
7508,Ninh Binh,District #03,East
7509,Ninh Binh,District #03,East
7510,Hanoi,District #03,East
7511,Hanoi,District #03,East
7512,Phu Ly,District #03,East
7513,Cam Pha,District #03,East
7514,Thai Nguyen,District #03,East
7522,Uong Bi,District #03,East
7524,Nam Dinh,District #03,East
7533,Ha Long,District #03,East
7538,Bac Ninh,District #03,East
7543,Lao Cai,District #03,East
7544,Phu Ly,District #03,East
7601,Ha Long,District #03,East
7602,Cam Pha,District #03,East
7603,Lao Cai,District #03,East
7604,Son Tay,District #03,East
7605,Phu Ly,District #03,East
7606,Hai Phong,District #03,East
7607,Nam Dinh,District #03,East
7608,Nam Dinh,District #03,East
7620,Ha Long,District #03,East
7621,Ha Long,District #03,East
7624,Thai Nguyen,District #03,East
7626,Cam Pha,District #03,East
7627,Bac Ninh,District #03,East
7628,Bac Ninh,District #03,East
7630,Nam Dinh,District #03,East
7631,Ha Long,District #03,East
7632,Son Tay,District #03,East
7640,Uong Bi,District #03,East
7641,Nam Dinh,District #03,East
7642,Ninh Binh,District #03,East
7643,Ninh Binh,District #03,East
7644,Son Tay,District #03,East
7645,Ha Long,District #03,East
7646,Uong Bi,District #03,East
7647,Son Tay,District #03,East
7648,Ninh Binh,District #03,East
7649,Nam Dinh,District #03,East
7650,Lao Cai,District #03,East
7652,Bac Ninh,District #03,East
7653,Bac Giang,District #03,East
7656,Cam Pha,District #03,East
7657,Phu Ly,District #03,East
7660,Hai Phong,District #03,East
7661,Cam Pha,District #03,East
7662,Ninh Binh,District #03,East
7663,Cam Pha,District #03,East
7666,Nam Dinh,District #03,East
7670,Hanoi,District #03,East
7675,Cam Pha,District #03,East
7676,Viet Tri,District #03,East
7677,Cam Pha,District #03,East
7699,Son Tay,District #03,East
7801,Uong Bi,District #03,East
7802,Cam Pha,District #03,East
7803,Hanoi,District #03,East
7806,Cam Pha,District #03,East
7820,Ha Long,District #03,East
7821,Phu Ly,District #03,East
7822,Ha Long,District #03,East
7823,Lao Cai,District #03,East
7825,Thai Nguyen,District #03,East
7826,Bac Giang,District #03,East
7828,Ha Long,District #03,East
7829,Ha Long,District #03,East
7830,Lao Cai,District #03,East
7831,Nam Dinh,District #03,East
7832,Cam Pha,District #03,East
7833,Son Tay,District #03,East
7834,Uong Bi,District #03,East
7836,Hanoi,District #03,East
7837,Bac Ninh,District #03,East
7838,Bac Ninh,District #03,East
7839,Nam Dinh,District #03,East
7840,Nam Dinh,District #03,East
7842,Cam Pha,District #03,East
7843,Bac Ninh,District #03,East
7844,Thai Nguyen,District #03,East
7845,Bac Ninh,District #03,East
7846,Thai Nguyen,District #03,East
7847,Nam Dinh,District #03,East
7848,Bac Giang,District #03,East
7849,Son Tay,District #03,East
7850,Cam Pha,District #03,East
7851,Uong Bi,District #03,East
7852,Son Tay,District #03,East
7853,Uong Bi,District #03,East
7855,Nam Dinh,District #03,East
7856,Bac Ninh,District #03,East
7857,Bac Giang,District #03,East
7860,Bac Giang,District #03,East
7863,Ha Long,District #03,East
7865,Hai Phong,District #03,East
7866,Thai Nguyen,District #03,East
7869,Lao Cai,District #03,East
7870,Phu Ly,District #03,East
7871,Ninh Binh,District #03,East
7874,Ha Long,District #03,East
7875,Bac Ninh,District #03,East
7876,Uong Bi,District #03,East
7877,Bac Giang,District #03,East
7878,Bac Ninh,District #03,East
7879,Bac Ninh,District #03,East
7880,Hanoi,District #03,East
7881,Lao Cai,District #03,East
7882,Son Tay,District #03,East
7885,Hai Phong,District #03,East
7890,Bac Ninh,District #03,East
7920,Cam Pha,District #03,East
7921,Phu Ly,District #03,East
7924,Son Tay,District #03,East
7926,Bac Ninh,District #03,East
7927,Phu Ly,District #03,East
7930,Son Tay,District #03,East
7931,Ninh Binh,District #03,East
7934,Thai Nguyen,District #03,East
7936,Ninh Binh,District #03,East
7938,Bac Ninh,District #03,East
7939,Hanoi,District #03,East
7945,Phu Ly,District #03,East
7950,Ninh Binh,District #03,East
7960,Thai Nguyen,District #03,East
7961,Bac Giang,District #03,East
7962,Bac Ninh,District #03,East
7963,Hai Phong,District #03,East
7970,Son Tay,District #03,East
7977,Hanoi,District #03,East
7978,Cam Pha,District #03,East
7979,Hanoi,District #03,East
7981,Viet Tri,District #03,East
7999,Lao Cai,District #03,East
8502,Viet Tri,District #03,East
8504,Uong Bi,District #03,East
8551,Ninh Binh,District #03,East
8556,Son Tay,District #03,East
8557,Lao Cai,District #03,East
8558,Nam Dinh,District #03,East
8559,Cam Pha,District #03,East
8801,Ninh Binh,District #03,East
8802,Thai Nguyen,District #03,East
8803,Viet Tri,District #03,East
8804,Hanoi,District #03,East
8807,Lao Cai,District #03,East
8808,Uong Bi,District #03,East
8809,Phu Ly,District #03,East
8821,Ninh Binh,District #03,East
8822,Nam Dinh,District #03,East
8825,Bac Giang,District #03,East
8826,Lao Cai,District #03,East
8827,Ha Long,District #03,East
8829,Ninh Binh,District #03,East
8833,Thai Nguyen,District #03,East
8834,Uong Bi,District #03,East
8835,Cam Pha,District #03,East
8836,Viet Tri,District #03,East
8844,Ninh Binh,District #03,East
8848,Thai Nguyen,District #03,East
8853,Ha Long,District #03,East
8858,Bac Ninh,District #03,East
8865,Uong Bi,District #03,East
8867,Phu Ly,District #03,East
8868,Phu Ly,District #03,East
8869,Thai Nguyen,District #03,East
8870,Son Tay,District #03,East
8876,Hai Phong,District #03,East
8885,Hai Phong,District #03,East
8886,Hanoi,District #03,East
8887,Lao Cai,District #03,East
8888,Ha Long,District #03,East
8889,Uong Bi,District #03,East
7001,Ninh Binh,District #04,East
7008,Phu Ly,District #04,East
7016,Son Tay,District #04,East
7018,Hanoi,District #04,East
7023,Bac Ninh,District #04,East
7027,Cam Pha,District #04,East
7033,Viet Tri,District #04,East
7036,Uong Bi,District #04,East
7039,Cam Pha,District #04,East
7040,Thai Nguyen,District #04,East
7041,Hai Phong,District #04,East
7050,Bac Giang,District #04,East
7051,Nam Dinh,District #04,East
7059,Cam Pha,District #04,East
7060,Ninh Binh,District #04,East
7061,Cam Pha,District #04,East
7062,Uong Bi,District #04,East
7063,Hanoi,District #04,East
7064,Viet Tri,District #04,East
7065,Bac Giang,District #04,East
7066,Hai Phong,District #04,East
7067,Ha Long,District #04,East
7069,Phu Ly,District #04,East
7076,Lao Cai,District #04,East
7077,Cam Pha,District #04,East
7078,Son Tay,District #04,East
7079,Ha Long,District #04,East
7080,Thai Nguyen,District #04,East
7081,Son Tay,District #04,East
7083,Ha Long,District #04,East
7088,Viet Tri,District #04,East
7090,Nam Dinh,District #04,East
7091,Thai Nguyen,District #04,East
7092,Bac Giang,District #04,East
7095,Bac Ninh,District #04,East
7101,Lao Cai,District #04,East
7102,Son Tay,District #04,East
7103,Cam Pha,District #04,East
7105,Cam Pha,District #04,East
7106,Hanoi,District #04,East
7108,Nam Dinh,District #04,East
7111,Hanoi,District #04,East
7112,Ninh Binh,District #04,East
7114,Nam Dinh,District #04,East
7175,Thai Nguyen,District #04,East
7184,Ninh Binh,District #04,East
7188,Viet Tri,District #04,East
7189,Uong Bi,District #04,East
7191,Hanoi,District #04,East
7192,Cam Pha,District #04,East
7193,Cam Pha,District #04,East
7195,Thai Nguyen,District #04,East
7198,Phu Ly,District #04,East
7199,Son Tay,District #04,East
7201,Nam Dinh,District #04,East
7202,Thai Nguyen,District #04,East
7203,Thai Nguyen,District #04,East
7204,Ninh Binh,District #04,East
7205,Hai Phong,District #04,East
7206,Lao Cai,District #04,East
7207,Phu Ly,District #04,East
7208,Bac Giang,District #04,East
7701,Uong Bi,District #04,East
7702,Lao Cai,District #04,East
